0-0_N1008246.bin,24,1,1000,0.0668175,3.38707,17.8605,193342834185,378900919338,14568392,6087,0,125,16,16,16
0-0_N1008246.bin,24,1,1000,0.0670698,3.417,17.7041,194743151342,379041930536,14667728,5544,0,510,16,16,16
0-0_N1008246.bin,24,2,1000,0.0718224,3.33954,18.1147,190632694744,378568987605,14760092,4493,0,117,16,16,16
0-0_N1008246.bin,24,2,1000,0.0760287,3.38977,17.8463,193217967167,378853267589,14662818,6591,0,495,16,16,16
0-0_N1008246.bin,24,3,1000,0.0680781,3.32991,18.1671,190072184928,378561913826,14778456,5107,0,148,16,16,16
0-0_N1008246.bin,24,3,1000,0.0704508,3.39797,17.8032,193630066784,378928400724,14754189,6121,0,614,16,16,16
0-0_N1008246.bin,24,4,1000,0.0693301,3.35911,18.0092,191744942229,378701768756,14488443,6289,0,105,16,16,16
0-0_N1008246.bin,24,4,1000,0.0769717,3.39366,17.8258,193402552767,378884330403,14854859,6051,0,502,16,16,16
0-0_N1008246.bin,24,5,1000,0.0714191,3.35985,18.0052,191797167292,378717766449,14552803,4540,0,109,16,16,16
0-0_N1008246.bin,24,5,1000,0.0750857,3.36722,17.9658,191902337926,378738537533,14627992,4837,0,499,16,16,16
0-0_N1008246.bin,24,6,1000,0.0756499,3.33047,18.164,190106826180,378539666579,14719948,5984,0,146,16,16,16
0-0_N1008246.bin,24,6,1000,0.07767,3.46069,17.4805,197086031429,378867074505,15103608,6137,0,777,16,16,16
0-0_N1008246.bin,24,7,1000,0.0671155,3.33186,18.1565,190180690973,378564526226,14571244,5984,0,105,16,16,16
0-0_N1008246.bin,24,7,1000,0.0725544,3.38005,17.8976,192629584964,378848937262,14508122,5188,0,553,16,16,16
0-0_N1008246.bin,24,8,1000,0.0679102,3.33438,18.1427,190350995921,378565576878,14658869,4424,0,104,16,16,16
0-0_N1008246.bin,24,8,1000,0.0729705,3.35616,18.025,191303227474,378682400477,14850659,5392,0,464,16,16,16
0-0_N1008246.bin,24,9,1000,0.0733604,3.32925,18.1707,190041959478,378558637410,14469269,4865,0,103,16,16,16
0-0_N1008246.bin,24,9,1000,0.0762954,3.34552,18.0823,190703280036,378654374554,14613492,5539,0,433,16,16,16
0-0_N1008246.bin,24,10,1000,0.074413,3.38802,17.8555,193422372112,378891673249,14548418,5911,0,102,16,16,16
0-0_N1008246.bin,24,10,1000,0.076687,3.40506,17.7661,194122388554,378885141956,14553985,4682,0,436,16,16,16
0-0_N1008246.bin,24,11,1000,0.0742414,3.35579,18.027,191523455392,378701150330,14449638,4620,0,151,16,16,16
0-0_N1008246.bin,24,11,1000,0.0759123,3.41946,17.6913,194831072843,378851248459,14912965,5714,0,712,16,16,16
0-0_N1008246.bin,24,12,1000,0.069327,3.33442,18.1425,190345984034,378564935910,14322850,4270,0,103,16,16,16
0-0_N1008246.bin,24,12,1000,0.0765001,3.3788,17.9042,192595931080,378782720840,14550297,6410,0,459,16,16,16
0-0_N1008246.bin,24,13,1000,0.0700416,3.36139,17.9969,191830438930,378714966601,14577108,4878,0,78,16,16,16
0-0_N1008246.bin,24,13,1000,0.0757424,3.68973,16.3954,200483342028,379577216172,14745708,17730,184,799,16,16,16
0-0_N1008246.bin,24,14,1000,0.0683251,3.33086,18.1619,190126877488,378548745156,14666464,4399,0,148,16,16,16
0-0_N1008246.bin,24,14,1000,0.0750787,3.37961,17.8999,192614749721,378788266489,14631355,5613,0,473,16,16,16
0-0_N1008246.bin,24,15,1000,0.0674684,3.32827,18.176,189963607713,378530194278,14408326,4452,0,78,16,16,16
0-0_N1008246.bin,24,15,1000,0.0703397,3.40279,17.778,193916945046,378983099907,14585336,5441,0,507,16,16,16
0-0_N1008246.bin,24,1,1000,0.0673837,3.3866,17.863,192958476524,378876463823,14702600,5343,0,537,16,16,16
0-0_N1008246.bin,24,1,1000,0.0670164,3.38938,17.8483,193463809891,378809993396,14397109,4515,2,149,16,16,16
0-0_N1008246.bin,24,2,1000,0.0718805,3.36242,17.9915,191933680139,378707373471,14545636,4357,0,107,16,16,16
0-0_N1008246.bin,24,2,1000,0.0710486,3.38894,17.8506,193157079513,378857962214,14768049,5971,0,435,16,16,16
0-0_N1008246.bin,24,3,1000,0.0746641,3.361,17.9991,191863660053,378695614530,14264498,4229,0,81,16,16,16
0-0_N1008246.bin,24,3,1000,0.0761213,3.38385,17.8775,192866581313,378875752412,14424542,5414,0,402,16,16,16
0-0_N1008246.bin,24,4,1000,0.0734658,3.36131,17.9974,191864083982,378709250610,14642337,4267,0,102,16,16,16
0-0_N1008246.bin,24,4,1000,0.0743897,3.42235,17.6764,195002011850,379052490588,14599616,6254,0,482,16,16,16
0-0_N1008246.bin,24,5,1000,0.0714388,3.36626,17.9709,192170487408,378693149296,14405551,4310,0,101,16,16,16
0-0_N1008246.bin,24,5,1000,0.0780334,3.39834,17.8013,193645357970,378910937228,14548847,4835,0,446,16,16,16
0-0_N1008246.bin,24,6,1000,0.0725594,3.33547,18.1368,190378061864,378553272001,14506326,4407,0,150,16,16,16
0-0_N1008246.bin,24,6,1000,0.0769111,3.4025,17.7795,193906149112,378760460095,14728912,5841,0,504,16,16,16
0-0_N1008246.bin,24,7,1000,0.0691741,3.33496,18.1396,190358816700,378515728401,14367875,4864,0,99,16,16,16
0-0_N1008246.bin,24,7,1000,0.0750424,3.39407,17.8236,193404672979,378905860598,14533678,5865,0,458,16,16,16
0-0_N1008246.bin,24,8,1000,0.0684323,3.34626,18.0783,190977149750,378622961927,14509686,6938,0,102,16,16,16
0-0_N1008246.bin,24,8,1000,0.0734669,3.38069,17.8942,192611501988,378759415726,14779582,5402,0,521,16,16,16
0-0_N1008246.bin,24,9,1000,0.0726545,3.33614,18.1332,190423613467,378527860979,14458832,4922,0,150,16,16,16
0-0_N1008246.bin,24,9,1000,0.0773591,3.38903,17.8501,193122587265,378870690918,14600717,5602,0,503,16,16,16
0-0_N1008246.bin,24,10,1000,0.0743502,3.37433,17.9279,192297977661,378744837776,14645672,5073,0,448,16,16,16
0-0_N1008246.bin,24,10,1000,0.0708924,3.39456,17.8211,193770897437,378893524167,14828214,6554,0,101,16,16,16
0-0_N1008246.bin,24,11,1000,0.0756882,3.33886,18.1184,190587112668,378558759586,14803724,4882,0,117,16,16,16
0-0_N1008246.bin,24,11,1000,0.0724723,3.37013,17.9503,192054696316,378743186574,14941560,5356,0,437,16,16,16
0-0_N1008246.bin,24,1,1000,0.0669295,3.34232,18.0996,190795780728,378570880256,14571531,4412,0,97,16,16,16
0-0_N1008246.bin,24,1,1000,0.0671327,3.38845,17.8533,193097054823,378872168893,15031948,5721,0,451,16,16,16
0-0_N1008246.bin,24,2,1000,0.07203,3.33401,18.1447,190304293870,378540106115,14409176,4276,0,148,16,16,16
0-0_N1008246.bin,24,2,1000,0.0767665,3.38604,17.8659,192965176965,378882311623,14481072,5112,0,479,16,16,16
0-0_N1008246.bin,24,3,1000,0.070648,3.36796,17.9618,192251974525,378729836495,14639960,4251,0,104,16,16,16
0-0_N1008246.bin,24,3,1000,0.0738242,3.36493,17.978,191745318010,378731266305,14895209,5224,0,474,16,16,16
0-0_N1008246.bin,24,4,1000,0.0766202,3.36455,17.9801,192078527840,378712050857,14418295,5653,0,101,16,16,16
0-0_N1008246.bin,24,4,1000,0.0758132,3.39337,17.8273,193371317428,378905001652,14538489,4570,0,486,16,16,16
0-0_N1008246.bin,24,5,1000,0.0742696,3.35876,18.011,191745152084,378695077618,14692014,5319,0,122,16,16,16
0-0_N1008246.bin,24,5,1000,0.0769573,3.39297,17.8294,193329473204,378904273427,14875143,6188,0,563,16,16,16
0-0_N1008246.bin,24,6,1000,0.0719795,3.34144,18.1044,190756536586,378559556236,14338155,4324,0,98,16,16,16
0-0_N1008246.bin,24,6,1000,0.0744793,3.38613,17.8654,192972133182,378869159021,14700389,6737,0,463,16,16,16
0-0_N1008246.bin,24,7,1000,0.0711659,3.33334,18.1484,190298457702,378538907145,14633624,6133,0,78,16,16,16
0-0_N1008246.bin,24,7,1000,0.074449,3.39177,17.8357,193291900822,378893854009,14900939,5919,0,454,16,16,16
0-0_N1008246.bin,24,8,1000,0.069751,3.35262,18.044,191383124169,378648133124,14278403,5138,0,77,16,16,16
0-0_N1008246.bin,24,8,1000,0.0741187,3.39737,17.8063,193585819400,378896025207,14612638,4743,0,454,16,16,16
0-0_N1008246.bin,24,9,1000,0.070331,3.36388,17.9836,192033772466,378725198620,14436721,4249,0,74,16,16,16
0-0_N1008246.bin,24,9,1000,0.0736516,3.39001,17.845,193201361922,378863684302,14570511,5512,0,407,16,16,16
0-0_N1008246.bin,24,10,1000,0.0731838,3.33634,18.132,190459763809,378541053384,14399226,4295,0,147,16,16,16
0-0_N1008246.bin,24,10,1000,0.0761056,3.36344,17.986,191670876172,378748311442,14575069,4679,0,629,16,16,16
