1,1,0.00587474,10.2974
1,2,0.00429257,14.0929
1,3,0.00407764,14.8357
1,4,0.00368644,16.4101
1,5,0.0035298,17.1383
1,6,0.0035237,17.1679
1,7,0.00348714,17.348
1,8,0.00348785,17.3444
1,9,0.00342076,17.6846
1,10,0.00338952,17.8476
1,11,0.00338723,17.8596
1,12,0.00339524,17.8175
1,13,0.0033778,17.9095
1,14,0.00339091,17.8403
1,15,0.00339683,17.8092
1,16,0.00339344,17.827
1,17,0.00338706,17.8605
1,18,0.00338319,17.881
1,19,0.0033552,18.0301
1,20,0.00336978,17.9522
1,21,0.00339869,17.7994
1,22,0.00340839,17.7488
1,23,0.00338531,17.8698
1,24,0.0033769,17.9143
1,25,0.00337401,17.9296
1,26,0.00338197,17.8874
1,27,0.00337194,17.9406
1,28,0.00337812,17.9078
1,29,0.00337467,17.9261
1,30,0.00339185,17.8353
1,31,0.00336838,17.9596
1,32,0.00340884,17.7464
1,33,0.00339218,17.8336
1,34,0.00337441,17.9275
1,35,0.00339081,17.8408
1,36,0.00336184,17.9945
1,37,0.0033786,17.9053
1,38,0.00337629,17.9176
1,39,0.00338748,17.8583
1,40,0.00338016,17.897
1,41,0.00338649,17.8636
1,42,0.00337034,17.9492
1,43,0.00338202,17.8871
1,44,0.00339033,17.8433
1,45,0.00337347,17.9325
1,46,0.00337444,17.9273
1,47,0.00338565,17.868
1,48,0.00338193,17.8876
1,49,0.00337798,17.9086
1,50,0.00336177,17.9949
1,51,0.00335335,18.0401
1,52,0.00337284,17.9358
1,53,0.00337509,17.9239
1,54,0.00337779,17.9096
1,55,0.00337249,17.9377
1,56,0.00338303,17.8819
1,57,0.00338719,17.8599
1,58,0.00337752,17.911
1,59,0.00335988,18.005
1,60,0.0034272,17.6514
1,61,0.00337202,17.9402
1,62,0.00339555,17.8159
1,63,0.00339428,17.8225
1,64,0.00339705,17.808
1,65,0.0034643,17.4624
1,66,0.00339948,17.7953
1,67,0.00338632,17.8644
1,68,0.00338274,17.8834
1,69,0.00336741,17.9648
1,70,0.0033895,17.8477
1,71,0.00334863,18.0656
1,72,0.00337341,17.9328
1,73,0.00336941,17.9541
1,74,0.00338279,17.8831
1,75,0.0033718,17.9414
1,76,0.00338549,17.8688
1,77,0.00338363,17.8787
1,78,0.00336193,17.994
1,79,0.00339223,17.8333
1,80,0.00338597,17.8663
1,81,0.00339131,17.8382
1,82,0.00336939,17.9542
1,83,0.00337354,17.9321
1,84,0.0033817,17.8888
1,85,0.00339143,17.8375
1,86,0.00337301,17.9349
1,87,0.00337269,17.9366
1,88,0.00340202,17.782
1,89,0.0034163,17.7077
1,90,0.00339206,17.8342
1,91,0.00336569,17.974
1,92,0.00339902,17.7977
1,93,0.00338035,17.896
1,94,0.00338517,17.8705
1,95,0.00336825,17.9603
1,96,0.00336223,17.9924
1,97,0.00337479,17.9255
1,98,0.00337422,17.9285
1,99,0.00339594,17.8139
1,100,0.00338162,17.8893
1,101,0.00338978,17.8462
1,102,0.00336995,17.9513
1,103,0.00338467,17.8732
1,104,0.00334622,18.0785
1,105,0.00338375,17.878
1,106,0.00337636,17.9172
1,107,0.00337955,17.9002
1,108,0.0033907,17.8414
1,109,0.00336068,18.0007
1,110,0.0033857,17.8677
1,111,0.00335717,18.0196
1,112,0.00335145,18.0503
1,113,0.00337717,17.9129
1,114,0.00337318,17.934
1,115,0.00337785,17.9093
1,116,0.00338401,17.8767
1,117,0.0034061,17.7607
1,118,0.00339527,17.8173
1,119,0.00337717,17.9129
1,120,0.00338209,17.8868
1,121,0.00337009,17.9505
1,122,0.00337157,17.9426
1,123,0.00336422,17.9818
1,124,0.00336713,17.9663
1,125,0.00335449,18.0339
1,126,0.00346195,17.4742
1,127,0.00340113,17.7867
1,128,0.0034029,17.7774
1,129,0.00339271,17.8308
1,130,0.00338044,17.8955
1,131,0.00338575,17.8675
1,132,0.00338344,17.8797
1,133,0.00335934,18.0079
1,134,0.00338156,17.8896
1,135,0.00337246,17.9379
1,136,0.00340032,17.7909
1,137,0.00339416,17.8232
1,138,0.00338245,17.8849
1,139,0.00338585,17.8669
1,140,0.00337232,17.9386
1,141,0.00334795,18.0692
1,142,0.00340242,17.7799
1,143,0.00339393,17.8244
1,144,0.00335371,18.0382
1,145,0.00336696,17.9672
1,146,0.00339514,17.818
1,147,0.00337988,17.8985
1,148,0.00339896,17.798
1,149,0.00338999,17.8451
1,150,0.00336741,17.9648
1,151,0.00336319,17.9873
1,152,0.00338013,17.8972
1,153,0.00335823,18.0139
1,154,0.00338488,17.8721
1,155,0.00338269,17.8836
1,156,0.00339479,17.8199
1,157,0.00339084,17.8407
1,158,0.00334872,18.0651
1,159,0.00338003,17.8977
1,160,0.00337812,17.9078
1,161,0.00339724,17.8071
1,162,0.00335573,18.0273
1,163,0.00335649,18.0232
1,164,0.00338123,17.8913
1,165,0.0033626,17.9904
1,166,0.00335341,18.0398
1,167,0.00336891,17.9568
1,168,0.00337567,17.9208
1,169,0.00336267,17.9901
1,170,0.00336931,17.9547
1,171,0.00337728,17.9123
1,172,0.00338235,17.8854
1,173,0.00337303,17.9348
1,174,0.00336891,17.9568
1,175,0.00337972,17.8993
1,176,0.00339964,17.7945
1,177,0.00338871,17.8518
1,178,0.00337436,17.9278
1,179,0.00336391,17.9835
1,180,0.00337823,17.9072
1,181,0.00338728,17.8594
1,182,0.00337974,17.8992
1,183,0.00335852,18.0123
1,184,0.00340528,17.765
1,185,0.0033847,17.873
1,186,0.00337229,17.9388
1,187,0.00340554,17.7636
1,188,0.00346146,17.4767
1,189,0.00338955,17.8475
1,190,0.00339304,17.8291
1,191,0.00335926,18.0084
1,192,0.00337939,17.9011
1,193,0.00336774,17.963
1,194,0.00338705,17.8606
1,195,0.00336099,17.9991
1,196,0.00337348,17.9324
1,197,0.00338278,17.8832
1,198,0.00338677,17.8621
1,199,0.00335395,18.0369
1,200,0.00337824,17.9072
1,201,0.003359,18.0098
1,202,0.00336137,17.997
1,203,0.00338857,17.8526
1,204,0.0033733,17.9334
1,205,0.00337042,17.9487
1,206,0.00338138,17.8905
1,207,0.00338595,17.8664
1,208,0.00337093,17.946
1,209,0.00339566,17.8153
1,210,0.00337533,17.9226
1,211,0.00336729,17.9654
1,212,0.00337939,17.9011
1,213,0.00338505,17.8712
1,214,0.00339354,17.8264
1,215,0.00338058,17.8948
1,216,0.00337258,17.9372
1,217,0.0033892,17.8493
1,218,0.00340531,17.7648
1,219,0.00338058,17.8948
1,220,0.00338558,17.8684
1,221,0.00336398,17.9831
1,222,0.00338105,17.8923
1,223,0.00336582,17.9733
1,224,0.00338699,17.8609
1,225,0.00337057,17.9479
1,226,0.00336529,17.9761
1,227,0.00340339,17.7749
1,228,0.00335636,18.0239
1,229,0.00339132,17.8381
1,230,0.00338747,17.8584
1,231,0.00338691,17.8613
1,232,0.00337037,17.949
1,233,0.00337659,17.916
1,234,0.00338617,17.8652
1,235,0.00337792,17.9089
1,236,0.00340613,17.7606
1,237,0.00337616,17.9182
1,238,0.0033704,17.9489
1,239,0.00338712,17.8602
1,240,0.00339394,17.8243
1,241,0.00340135,17.7855
1,242,0.00337506,17.924
1,243,0.00339074,17.8412
1,244,0.00338837,17.8536
1,245,0.00337068,17.9474
1,246,0.0033669,17.9675
